DATE,Home Price,Year,Month,Unemp Rate,Emp Rate,Working_Pop,CPI,DPI,Interest Rates,House Supply,Population,Real Gdp,Number_Households,Housing_Subsidies,Old_Pop
2002-01-01,117.144,2002,1,5.7,72.0321653757782,182662008.951495,177.7,10514.7,1.73,4.2,286739.0,50260.25,109297.0,24.183,12.2874577893554
2002-02-01,117.844,2002,2,5.7,72.338606780533,182821887.188288,178.0,10531.6,1.74,4.0,286935.0,50260.25,109297.0,24.183,12.2874577893554
2002-03-01,118.687,2002,3,5.7,72.1561684271869,183075694.261812,178.5,10539.0,1.73,4.1,287131.0,50260.25,109297.0,24.183,12.2874577893554
2002-04-01,119.61,2002,4,5.9,71.9031523588876,183314281.68489495,179.3,10574.2,1.75,4.3,287343.0,50260.25,109297.0,24.183,12.2874577893554
2002-05-01,120.724,2002,5,5.8,72.0199470928663,183467153.69683695,179.5,10616.5,1.75,4.0,287571.0,50260.25,109297.0,24.183,12.2874577893554
2002-06-01,121.813,2002,6,5.8,71.842673010677,183671360.734222,179.6,10648.2,1.75,4.2,287808.0,50260.25,109297.0,24.183,12.2874577893554
2002-07-01,122.888,2002,7,5.8,71.7437622841933,183870069.36741,180.0,10621.0,1.73,4.2,288051.0,50260.25,109297.0,24.183,12.2874577893554
2002-08-01,123.83,2002,8,5.7,71.8830358810622,184129205.348042,180.5,10623.0,1.74,4.0,288303.0,50260.25,109297.0,24.183,12.2874577893554
2002-09-01,124.78,2002,9,5.7,72.0512845300192,184259766.167293,180.8,10633.6,1.75,3.9,288554.0,50260.25,109297.0,24.183,12.2874577893554
2002-10-01,125.734,2002,10,5.7,71.8749474020059,184464932.450177,181.2,10661.8,1.75,4.0,288794.0,50260.25,109297.0,24.183,12.2874577893554
2002-11-01,126.669,2002,11,5.9,71.5479416970261,184784167.385802,181.5,10690.9,1.34,4.0,289012.0,50260.25,109297.0,24.183,12.2874577893554
2002-12-01,127.623,2002,12,6.0,71.5777016405316,184901499.296025,181.8,10719.9,1.24,4.0,289214.0,50260.25,109297.0,24.183,12.2874577893554
2003-01-01,128.461,2003,1,5.8,71.5940552699158,185655258.260117,182.6,10710.4,1.24,4.0,289412.0,51189.0,111278.0,25.93,12.2779342993686
2003-02-01,129.356,2003,2,5.9,71.5173760952788,185831005.987438,183.6,10674.0,1.26,4.5,289606.0,51189.0,111278.0,25.93,12.2779342993686
2003-03-01,130.148,2003,3,5.9,71.3951187299571,186120061.66385,183.9,10696.5,1.25,4.1,289809.0,51189.0,111278.0,25.93,12.2779342993686
2003-04-01,130.884,2003,4,6.0,71.3896527514629,186473852.201085,183.2,10752.7,1.26,4.1,290024.0,51189.0,111278.0,25.93,12.2779342993686
2003-05-01,131.734,2003,5,6.1,71.2212541188536,186697569.935297,182.9,10832.0,1.26,3.9,290250.0,51189.0,111278.0,25.93,12.2779342993686
2003-06-01,132.649,2003,6,6.3,71.2293462568823,186887860.228974,183.1,10860.6,1.22,3.5,290484.0,51189.0,111278.0,25.93,12.2779342993686
2003-07-01,133.77700000000002,2003,7,6.2,71.0035076175581,187163632.48931,183.7,10991.1,1.01,3.6,290726.0,51189.0,111278.0,25.93,12.2779342993686
2003-08-01,134.968,2003,8,6.1,71.0137355183177,187377280.96827,184.5,11066.7,1.03,3.5,290974.0,51189.0,111278.0,25.93,12.2779342993686
2003-09-01,136.29399999999998,2003,9,6.1,70.9214648368936,187558601.334278,185.1,10940.8,1.01,3.8,291222.0,51189.0,111278.0,25.93,12.2779342993686
2003-10-01,137.532,2003,10,6.0,71.0521937942559,187718013.660832,184.9,10982.3,1.01,3.8,291463.0,51189.0,111278.0,25.93,12.2779342993686
2003-11-01,138.79399999999998,2003,11,5.8,71.129623844841,187915242.706077,185.0,11048.4,1.0,4.1,291677.0,51189.0,111278.0,25.93,12.2779342993686
2003-12-01,140.18,2003,12,5.7,71.1028823632716,188034305.205546,185.5,11057.2,0.98,4.0,291868.0,51189.0,111278.0,25.93,12.2779342993686
2004-01-01,141.64700000000002,2004,1,5.7,71.2625783959047,187574818.070908,186.3,11051.2,1.0,3.8,292046.0,52681.25,112000.0,27.201,12.3047192322804
2004-02-01,143.192,2004,2,5.6,71.2043782037119,187830600.12484905,186.7,11071.0,1.01,3.7,292230.0,52681.25,112000.0,27.201,12.3047192322804
2004-03-01,145.059,2004,3,5.8,71.0468106310286,188102053.71981695,187.1,11115.6,1.0,3.6,292434.0,52681.25,112000.0,27.201,12.3047192322804
2004-04-01,146.593,2004,4,5.6,71.1950639057988,188331464.113675,187.4,11153.3,1.0,4.0,292651.0,52681.25,112000.0,27.201,12.3047192322804
2004-05-01,148.185,2004,5,5.6,71.1418309184451,188533850.795125,188.2,11208.9,1.0,3.8,292872.0,52681.25,112000.0,27.201,12.3047192322804
2004-06-01,149.85,2004,6,5.6,71.107186405162,188690255.219997,188.9,11215.8,1.03,3.9,293103.0,52681.25,112000.0,27.201,12.3047192322804
2004-07-01,151.33700000000002,2004,7,5.5,71.2965849114533,188789950.734388,189.1,11240.5,1.26,4.5,293350.0,52681.25,112000.0,27.201,12.3047192322804
2004-08-01,152.63299999999998,2004,8,5.4,71.2582163140354,189033735.837366,189.2,11274.6,1.43,4.3,293603.0,52681.25,112000.0,27.201,12.3047192322804
2004-09-01,154.178,2004,9,5.4,71.1605015154931,189275568.790796,189.8,11279.6,1.61,4.1,293857.0,52681.25,112000.0,27.201,12.3047192322804
2004-10-01,155.75,2004,10,5.5,71.228233923728,189471634.079756,190.8,11282.5,1.76,3.9,294104.0,52681.25,112000.0,27.201,12.3047192322804
2004-11-01,157.52700000000002,2004,11,5.4,71.3624142304496,189650251.538648,191.7,11246.1,1.93,4.3,294337.0,52681.25,112000.0,27.201,12.3047192322804
2004-12-01,159.329,2004,12,5.4,71.3060575385504,189845493.553047,191.7,11659.0,2.16,4.1,294561.0,52681.25,112000.0,27.201,12.3047192322804
2005-01-01,161.287,2005,1,5.3,71.3175184877178,190025834.279515,191.6,11226.5,2.28,4.4,294768.0,54014.25,113343.0,27.651,12.3601628768533
2005-02-01,163.343,2005,2,5.4,71.2337323076118,190199821.743199,192.4,11229.0,2.5,4.3,294955.0,54014.25,113343.0,27.651,12.3601628768533
2005-03-01,165.812,2005,3,5.2,71.2822711460371,190424918.900696,193.1,11268.8,2.63,4.1,295149.0,54014.25,113343.0,27.651,12.3601628768533
2005-04-01,167.50099999999998,2005,4,5.2,71.4193527858206,190492350.964388,193.7,11304.2,2.79,4.3,295359.0,54014.25,113343.0,27.651,12.3601628768533
2005-05-01,169.35,2005,5,5.1,71.5251681202918,190683902.520912,193.6,11352.7,3.0,4.2,295582.0,54014.25,113343.0,27.651,12.3601628768533
2005-06-01,171.19,2005,6,5.0,71.4855044250182,190901062.237369,193.7,11375.5,3.04,4.3,295824.0,54014.25,113343.0,27.651,12.3601628768533
2005-07-01,172.86,2005,7,5.0,71.6204142238026,191059093.73729,194.9,11387.1,3.26,4.2,296077.0,54014.25,113343.0,27.651,12.3601628768533
2005-08-01,174.44299999999998,2005,8,4.9,71.8137595987149,191199632.55071703,196.1,11405.3,3.5,4.5,296338.0,54014.25,113343.0,27.651,12.3601628768533
2005-09-01,176.437,2005,9,5.0,71.6919928271097,191472889.04537,198.8,11365.2,3.62,4.7,296606.0,54014.25,113343.0,27.651,12.3601628768533
2005-10-01,178.02700000000002,2005,10,5.0,71.7004011614421,191698677.133098,199.1,11428.7,3.78,4.5,296857.0,54014.25,113343.0,27.651,12.3601628768533
2005-11-01,179.68,2005,11,5.0,71.565796407878,191989179.46454,198.1,11500.1,4.0,5.0,297089.0,54014.25,113343.0,27.651,12.3601628768533
2005-12-01,180.909,2005,12,4.9,71.6342601741393,192182658.538111,198.1,11535.2,4.16,4.9,297311.0,54014.25,113343.0,27.651,12.3601628768533
2006-01-01,182.32,2006,1,4.7,71.6880499084294,192323740.55145705,199.3,11651.8,4.29,5.3,297526.0,54993.5,114384.0,28.604,12.422071948027
2006-02-01,183.287,2006,2,4.8,71.7701820169978,192511828.566265,199.4,11702.8,4.49,6.1,297734.0,54993.5,114384.0,28.604,12.422071948027
2006-03-01,184.364,2006,3,4.7,71.8209063158257,192622046.201869,199.7,11747.5,4.59,5.9,297950.0,54993.5,114384.0,28.604,12.422071948027
2006-04-01,184.329,2006,4,4.7,71.7968148692946,192786857.0627,200.7,11744.4,4.79,6.3,298170.0,54993.5,114384.0,28.604,12.422071948027
2006-05-01,184.156,2006,5,4.6,71.8727434276625,192943116.535574,201.3,11736.8,4.94,6.2,298401.0,54993.5,114384.0,28.604,12.422071948027
2006-06-01,183.507,2006,6,4.6,72.0118920080771,193182170.968478,201.8,11751.9,4.99,6.3,298653.0,54993.5,114384.0,28.604,12.422071948027
2006-07-01,183.066,2006,7,4.7,72.0209091278316,193406290.98214,202.9,11746.9,5.24,7.3,298910.0,54993.5,114384.0,28.604,12.422071948027
2006-08-01,182.594,2006,8,4.7,72.1056875379746,193521884.235043,203.8,11737.0,5.25,6.7,299178.0,54993.5,114384.0,28.604,12.422071948027
2006-09-01,182.797,2006,9,4.5,72.0555025399672,193586231.78316,202.8,11800.1,5.25,6.7,299452.0,54993.5,114384.0,28.604,12.422071948027
